setting,dataset_root,train_images,val_images,epochs,batch_size,lr,pretrained_coco,score_threshold,train_loss,elapsed_sec,mAP50,precision,recall,tp,fp,gt,AP50_D00,AP50_D10,AP50_D20,AP50_D40
ordinary,data_processed\yolo_g3_frozen_subset_ordinary,1120,560,1,2,0.0025,True,0.05,0.29875550026606235,62.4988055229187,0.05303300451487303,0.1127237542331882,0.16571834992887624,233,1834,1406,0.04697870835661888,0.08556294441223145,0.07959036529064178,0.0
heldout_China_Drone,data_processed\yolo_g3_frozen_subset_lodo\heldout_China_Drone,960,80,1,2,0.0025,True,0.05,0.3037025698615859,40.81078243255615,0.045460170396836475,0.07111111111111111,0.24615384615384617,32,418,130,0.07946924865245819,0.10171353816986084,0.0006578947650268674,0.0
heldout_China_MotorBike,data_processed\yolo_g3_frozen_subset_lodo\heldout_China_MotorBike,960,80,1,2,0.0025,True,0.05,0.2852219830111911,40.4205858707428,0.033988706301897764,0.068762278978389,0.16279069767441862,35,474,215,0.026400765404105186,0.10955405980348587,0.0,0.0
heldout_Czech_Republic,data_processed\yolo_g3_frozen_subset_lodo\heldout_Czech_Republic,960,80,1,2,0.0025,True,0.05,0.3299443460535258,41.4423463344574,0.0035211266949772835,0.0053475935828877,0.007874015748031496,1,186,127,0.014084506779909134,0.0,0.0,0.0
heldout_India,data_processed\yolo_g3_frozen_subset_lodo\heldout_India,960,80,1,2,0.0025,True,0.05,0.31154253305867313,42.177579402923584,0.01314435355986158,0.047058823529411764,0.043243243243243246,8,162,185,0.035960838198661804,nan,0.0034722224809229374,0.0
heldout_Japan,data_processed\yolo_g3_frozen_subset_lodo\heldout_Japan,960,80,1,2,0.0025,True,0.05,0.3118955218233168,41.25331687927246,0.040901455795392394,0.06412825651302605,0.20382165605095542,32,467,157,0.01057656854391098,0.006359300576150417,0.14666995406150818,0.0
heldout_Norway,data_processed\yolo_g3_frozen_subset_lodo\heldout_Norway,960,80,1,2,0.0025,True,0.05,0.33901427818151814,33.00733923912048,0.025952046795282513,0.08227848101265822,0.08,26,290,325,0.03589646518230438,0.0024509804788976908,0.06546074151992798,0.0
heldout_United_States,data_processed\yolo_g3_frozen_subset_lodo\heldout_United_States,960,80,1,2,0.0025,True,0.05,0.3293774953577667,41.38442778587341,0.01627881429158151,0.05575539568345324,0.1657754010695187,31,525,187,0.0517442524433136,0.006760728545486927,0.00661027617752552,0.0
