train_per_domain,heldout_domain,n_seeds,mAP50_mean,mAP50_ci95_low,mAP50_ci95_high,precision_mean,precision_ci95_low,precision_ci95_high,recall_mean,recall_ci95_low,recall_ci95_high
80,China_Drone,3,0.17307666666666666,-0.13733942079955136,0.4834927541328847,0.16234666666666667,0.03898786370864324,0.2857054696246901,0.21279666666666666,-0.010950821357558926,0.43654415469089225
80,China_MotorBike,3,0.07140999999999999,0.03415297746457552,0.10866702253542446,0.29675,-0.10140057144916798,0.6949005714491681,0.14043,0.024330792327328044,0.25652920767267196
80,Czech_Republic,3,0.10466000000000002,0.025051749912139917,0.18426825008786013,0.15144666666666665,0.07196421906033744,0.23092911427299584,0.14237666666666668,0.04585328673167857,0.2389000466016548
80,India,3,0.04149666666666666,0.010397124351807244,0.07259620898152608,0.14568,0.05605643217656585,0.23530356782343415,0.07815,0.03286425127474609,0.1234357487252539
80,Japan,3,0.10381333333333333,-0.05241550012575831,0.260042166792425,0.24144000000000002,0.06425863957018313,0.4186213604298169,0.15889666666666666,0.06774444871133309,0.25004888462200026
80,Norway,3,0.04600666666666667,-0.014598373945301772,0.10661170727863511,0.13677,-0.03392132596290395,0.307461325962904,0.08289999999999999,0.003337303795368868,0.1624626962046311
80,United_States,3,0.18112333333333333,0.07651458551448259,0.28573208115218407,0.2551866666666667,0.04094916713871624,0.46942416619461713,0.27780666666666665,0.13502031456721378,0.42059301876611954
160,China_Drone,3,0.17540666666666663,-0.08746591905433757,0.43827925238767085,0.55635,-0.5038852931508807,1.6165852931508806,0.17451333333333333,-0.0038980049496362412,0.3529246716163029
160,China_MotorBike,3,0.11473666666666667,0.041689110065804794,0.18778422326752853,0.13266,0.06962331808647712,0.19569668191352288,0.19700666666666666,0.10725898137086412,0.28675435196246923
160,Czech_Republic,3,0.1474,0.129689456952348,0.16511054304765202,0.24069666666666667,0.19743235535759307,0.28396097797574027,0.22002,0.16270113433882558,0.2773388656611744
160,India,3,0.060163333333333326,0.037302863427172525,0.08302380323949413,0.30029,0.055465534652930165,0.5451144653470699,0.08413999999999999,0.06052375338303091,0.10775624661696907
160,Japan,3,0.15420999999999999,0.11985854287169748,0.1885614571283025,0.20737000000000003,0.08452839549818161,0.3302116045018184,0.23083333333333333,0.14779908285374782,0.31386758381291885
160,Norway,3,0.051103333333333334,0.006913139380427445,0.09529352728623922,0.15346666666666667,0.023332888423329562,0.2836004449100038,0.08198333333333334,0.053294883817673985,0.11067178284899269
160,United_States,3,0.20266666666666666,0.1509567022723276,0.2543766310610057,0.21939,0.1441008265237621,0.2946791734762379,0.3508633333333333,0.20848208283107483,0.4932445838355918
320,China_Drone,3,0.24334333333333333,-0.011766896846583358,0.49845356351325,0.3776333333333333,-0.21112601596994734,0.966392682636614,0.23122333333333334,0.14153273597067417,0.3209139306959925
320,China_MotorBike,3,0.16893666666666665,0.10913667458003465,0.22873665875329866,0.24284000000000003,0.06515632528130663,0.42052367471869345,0.24722,0.16647668514349256,0.3279633148565074
320,Czech_Republic,3,0.16448666666666667,0.1192305497484144,0.20974278358491893,0.23265000000000002,0.17299553403640508,0.292304465963595,0.21272333333333335,0.10282814032324926,0.3226185263434174
320,India,3,0.06261333333333334,0.03498733921552555,0.09023932745114113,0.25039000000000006,0.12573407609017553,0.3750459239098246,0.09253333333333334,0.041294331189061076,0.1437723354776056
320,Japan,3,0.21096666666666666,0.12723854682720148,0.29469478650613185,0.30628666666666665,0.08969573618228296,0.5228775971510503,0.27041333333333334,0.23790837159943895,0.3029182950672277
320,Norway,3,0.07215,-0.019586202213636397,0.16388620221363642,0.16807666666666665,-0.029125020750626757,0.36527835408396003,0.10585666666666667,-0.0024578034017910116,0.21417113673512433
320,United_States,3,0.31115333333333334,0.21698196507009854,0.40532470159656814,0.31943000000000005,0.1785353873206955,0.4603246126793046,0.33875666666666665,0.19226748635774984,0.4852458469755835
640,China_Drone,3,0.3037166666666667,-0.021670105755379365,0.6291034390887127,0.44989333333333326,0.10209936889994031,0.7976872977667262,0.34338,0.10000167648791003,0.58675832351209
640,China_MotorBike,3,0.24505,0.15297531926485636,0.3371246807351436,0.39415333333333336,0.12087846358096,0.6674282030857067,0.2921333333333333,0.24299929142678878,0.3412673752398778
640,Czech_Republic,3,0.21322,0.15446088478786618,0.2719791152121338,0.3443333333333334,0.24337111766815106,0.4452955489985157,0.27070333333333335,0.12286483391599112,0.4185418327506756
640,India,3,0.09106000000000002,0.043863364291273695,0.13825663570872634,0.3187233333333333,0.09341196573329294,0.5440347009333737,0.11289666666666666,0.07623387129216797,0.14955946204116535
640,Japan,3,0.2610333333333333,0.2051931978068812,0.31687346885978535,0.5122166666666667,0.13214869469742924,0.892284638635904,0.25292333333333333,0.21051688094706783,0.29532978571959884
640,Norway,3,0.08672666666666666,-0.0011171648504781917,0.1745704981838115,0.3010566666666667,-0.07035544340090122,0.6724687767342346,0.11099666666666667,0.0871938264162133,0.13479950691712006
640,United_States,3,0.36221,0.19547559279711,0.5289444072028899,0.40851333333333334,0.2978502835829448,0.5191763830837219,0.36556999999999995,0.1420264472615232,0.5891135527384768
