name,status,data,model,epochs,imgsz,batch,workers,device,final_epoch,train_box_loss,train_cls_loss,train_dfl_loss,precision_B,recall_B,mAP50_B,mAP50_95_B,val_box_loss,val_cls_loss,val_dfl_loss,results_csv
ordinary_yolov8n_seed20260513_4ep_320px,ran,data_processed\g4\g4a_r08_repeat_yolov8n_seed20260513_ordinary\dataset.yaml,yolov8n.pt,4,320,8,0,cuda,4,2.41011,2.89777,1.7569,0.21653,0.14427,0.08539,0.02973,2.43582,2.69856,1.83428,runs\detect\outputs\g4\g4a_r08_repeat_yolov8n_seed20260513_ordinary_train\ordinary_yolov8n_seed20260513_4ep_320px\results.csv
