name,status,data,model,epochs,imgsz,batch,workers,device,final_epoch,train_box_loss,train_cls_loss,train_dfl_loss,precision_B,recall_B,mAP50_B,mAP50_95_B,val_box_loss,val_cls_loss,val_dfl_loss,results_csv
ordinary_yolov8s_seed20260514_8ep_640px,ran,data_processed\g4\g4b_bridge_yolov8s_seed20260514_ordinary\dataset.yaml,yolov8s.pt,8,640,8,0,cuda,8,2.05258,2.41661,1.81454,0.26344,0.28786,0.19637,0.07467,2.06219,2.37061,1.84754,runs\detect\outputs\g4\g4b_bridge_yolov8s_seed20260514_ordinary_train\ordinary_yolov8s_seed20260514_8ep_640px\results.csv
